ITEM,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Anio,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
1,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,1,NARE,NARE SUR,B,O,36.4149,0.2,5559.31,1111.862,128153299.64,3165.19,Ley 141 20%
2,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,1,NARE,UNDERRIVER,P,O,36.2169,0.06,37348.21,2240.8926,256881069.74,3165.19,Ley 756 8% variable
3,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.3084,0.2,2265.93,453.186,6180054.1,3165.19,Ley 141 20%
4,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.3084,0.12,2265.93,271.9116,3708032.54,3165.19,ARTICULO 39 LEY 756
5,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,44.4794,0.2,18469.21,3693.842,520040323.4,3165.19,Ley 141 20%
6,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,44.4794,0.12,18469.21,2216.3052,312024194.43,3165.19,ARTICULO 39 LEY 756
7,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,44.4794,0.06,12231.37,733.8822,103320157.32,3165.19,Ley 756 8% variable
8,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.3084,0.2,702.61,140.522,1916284.87,3165.19,Ley 141 20%
9,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.3084,0.12,702.61,84.3132,1149771.06,3165.19,ARTICULO 39 LEY 756
10,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,2,NARE,NARE SUR,B,O,39.0563,0.2,5853.29,1170.658,142461096.52,3115.84,Ley 141 20%
11,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,2,NARE,UNDERRIVER,P,O,38.7603,0.06,33725.74,2023.5444,244385264.46,3115.84,Ley 756 8% variable
12,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.893,0.2,1743.26,348.652,4229136.33,3115.84,Ley 141 20%
13,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.893,0.12,1743.26,209.1912,2537481.96,3115.84,ARTICULO 39 LEY 756
14,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,46.9758,0.2,16455.21,3291.042,481706778.48,3115.84,Ley 141 20%
15,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,46.9758,0.12,16455.21,1974.6252,289024067.3,3115.84,ARTICULO 39 LEY 756
16,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,46.9758,0.06,11185.54,671.1324,98233029.61,3115.84,Ley 756 8% variable
17,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.893,0.2,689.13,137.826,1671824.51,3115.84,Ley 141 20%
18,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,2,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.893,0.12,689.13,82.6956,1003094.74,3115.84,ARTICULO 39 LEY 756
19,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,3,NARE,NARE SUR,B,O,46.499,0.2,7488.08,1497.616,217873910.82,3128.68,Ley 141 20%
20,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,3,NARE,UNDERRIVER,P,O,46.403,0.06,34302.15,2058.129,298799452.12,3128.68,Ley 756 8% variable
21,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.5656,0.2,1795.58,359.116,4006162.11,3128.68,Ley 141 20%
22,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.5656,0.12,1795.58,215.4696,2403697.28,3128.68,ARTICULO 39 LEY 756
23,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,54.4587,0.2,18178.93,3635.786,619479199.34,3128.68,Ley 141 20%
24,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,54.4587,0.12,18178.93,2181.4716,371687520.09,3128.68,ARTICULO 39 LEY 756
25,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,54.4587,0.06,12233.04,733.9824,125058743.68,3128.68,Ley 756 8% variable
26,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.5656,0.2,754.25,150.85,1682825.39,3128.68,Ley 141 20%
27,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,3,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.5656,0.12,754.25,90.51,1009695.3,3128.68,ARTICULO 39 LEY 756
28,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,4,NARE,NARE SUR,B,O,50.4632,0.2,7332.51,1466.502,233540814.03,3155.77,Ley 141 20%
29,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,4,NARE,UNDERRIVER,P,O,49.9878,0.06,33075.25,1984.515,313057240.37,3155.77,Ley 756 8% variable
30,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,58.0601,0.2,17567.92,3513.584,643774045.04,3155.77,Ley 141 20%
31,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,58.0601,0.12,17567.92,2108.1504,386264427.24,3155.77,ARTICULO 39 LEY 756
32,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,58.0601,0.06,11176.41,670.5846,122867408.53,3155.77,Ley 756 8% variable
33,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.9286,0.2,1970.53,394.106,4886030.72,3155.77,Ley 141 20%
34,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.9286,0.12,1970.53,236.4636,2931618.5,3155.77,ARTICULO 39 LEY 756
35,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.9286,0.2,761.63,152.326,1888500.63,3155.77,Ley 141 20%
36,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,4,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.9286,0.12,761.63,91.3956,1133100.53,3155.77,ARTICULO 39 LEY 756
37,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,5,NARE,NARE SUR,B,O,50.0156,0.2,8211.48,1642.296,271432195.26,3304.49,Ley 141 20%
38,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,5,NARE,UNDERRIVER,P,O,49.6319,0.06,32879.15,1972.749,323546848.98,3304.49,Ley 756 8% variable
39,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.7575,0.2,1913.88,382.776,4752784.42,3304.49,Ley 141 20%
40,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.7575,0.12,1913.88,229.6656,2851670.76,3304.49,ARTICULO 39 LEY 756
41,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,57.646,0.2,18239.18,3647.836,694878579.55,3304.49,Ley 141 20%
42,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,57.646,0.12,18239.18,2188.7016,416927147.84,3304.49,ARTICULO 39 LEY 756
43,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,57.646,0.06,12878.76,772.7256,147196986.44,3304.49,Ley 756 8% variable
44,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.7575,0.2,788.95,157.79,1959218.53,3304.49,Ley 141 20%
45,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,5,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.7575,0.12,788.95,94.674,1175531.2,3304.49,ARTICULO 39 LEY 756
46,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,6,NARE,NARE SUR,B,O,46.544,0.2,7811.51,1562.302,237091268.38,3260.52,Ley 141 20%
47,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,6,NARE,UNDERRIVER,P,O,46.2088,0.06,32027.76,1921.6656,289527202.98,3260.52,Ley 756 8% variable
48,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.9009,0.2,1809.62,361.924,4603297.73,3260.52,Ley 141 20%
49,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.9009,0.12,1809.62,217.1544,2761978.66,3260.52,ARTICULO 39 LEY 756
50,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,54.0906,0.2,17429.99,3485.998,614802748.7,3260.52,Ley 141 20%
51,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,54.0906,0.12,17429.99,2091.5988,368881649.64,3260.52,ARTICULO 39 LEY 756
52,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,54.0906,0.06,11479.45,688.767,121473347.07,3260.52,Ley 756 8% variable
53,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.9009,0.2,746.75,149.35,1899577.01,3260.52,Ley 141 20%
54,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,6,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.9009,0.12,746.75,89.61,1139746.23,3260.52,ARTICULO 39 LEY 756
55,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,7,NARE,NARE SUR,B,O,45.5781,0.2,6530.81,1306.162,190896536.64,3206.6,Ley 141 20%
56,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,7,NARE,UNDERRIVER,P,O,45.2429,0.06,30343.16,1820.5896,264123643.81,3206.6,Ley 756 8% variable
57,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,6.3327,0.2,1938.07,387.614,7871058.75,3206.6,Ley 141 20%
58,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,6.3327,0.12,1938.07,232.5684,4722635.29,3206.6,ARTICULO 39 LEY 756
59,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,53.0843,0.2,17908.53,3581.706,609678412.02,3206.6,Ley 141 20%
60,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,53.0843,0.12,17908.53,2149.0236,365807047.3,3206.6,ARTICULO 39 LEY 756
61,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,53.0843,0.06,10282.17,616.9302,105013930.37,3206.6,Ley 756 8% variable
62,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,6.3327,0.2,730.18,146.036,2965470.19,3206.6,Ley 141 20%
63,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,7,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,6.3327,0.12,730.18,87.6216,1779282.4,3206.6,ARTICULO 39 LEY 756
64,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,8,NARE,NARE SUR,B,O,40.7029,0.2,6788.75,1357.75,188491818.61,3410.73,Ley 141 20%
65,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,8,NARE,UNDERRIVER,P,O,40.3277,0.06,34986.28,2099.1768,288735253.35,3410.73,Ley 756 8% variable
66,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8129,0.2,1794.3,358.86,4666892.55,3410.73,Ley 141 20%
67,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8129,0.12,1794.3,215.316,2800135.57,3410.73,ARTICULO 39 LEY 756
68,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,48.3332,0.2,18003.76,3600.752,593589350.55,3410.73,Ley 141 20%
69,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,48.3332,0.12,18003.76,2160.4512,356153610.7,3410.73,ARTICULO 39 LEY 756
70,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,48.3332,0.06,10324.16,619.4496,102117192.67,3410.73,Ley 756 8% variable
71,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8129,0.2,785.6,157.12,2043309.57,3410.73,Ley 141 20%
72,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,8,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8129,0.12,785.6,94.272,1225985.9,3410.73,ARTICULO 39 LEY 756
73,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,9,NARE,NARE SUR,B,O,42.6149,0.2,5636.44,1127.288,163307560.84,3399.46,Ley 141 20%
74,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,9,NARE,UNDERRIVER,P,O,42.255,0.06,32018.14,1921.0884,275953172.26,3399.46,Ley 756 8% variable
75,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8902,0.2,2534.55,506.91,6703671.12,3399.46,Ley 141 20%
76,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8902,0.12,2534.55,304.146,4022202.89,3399.46,ARTICULO 39 LEY 756
77,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,50.0482,0.2,17345.81,3469.162,590232307.92,3399.46,Ley 141 20%
78,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,50.0482,0.12,17345.81,2081.4972,354139385.16,3399.46,ARTICULO 39 LEY 756
79,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,9,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,50.0482,0.06,13264.58,795.8748,135407634.42,3399.46,Ley 756 8% variable
80,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,10,NARE,NARE SUR,B,O,40.9053,0.2,5884.14,1176.828,165274400.99,3433.31,Ley 141 20%
81,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,10,NARE,UNDERRIVER,P,O,40.0937,0.06,33810.53,2028.6318,279249486.97,3433.31,Ley 756 8% variable
82,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.999,0.2,2507.54,501.508,6885607.85,3433.31,Ley 141 20%
83,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.999,0.12,2507.54,300.9048,4131364.73,3433.31,ARTICULO 39 LEY 756
84,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,48.4985,0.2,17773.83,3554.766,591905454.5,3433.31,Ley 141 20%
85,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,48.4985,0.12,17773.83,2132.8596,355143273.23,3433.31,ARTICULO 39 LEY 756
86,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,10,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,48.4985,0.06,12218.1,733.086,122066432.1,3433.31,Ley 756 8% variable
87,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,11,NARE,NARE SUR,B,O,42.3676,0.2,6013.46,1202.692,173322493.7,3401.47,Ley 141 20%
88,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,11,NARE,UNDERRIVER,P,O,41.5377,0.06,30118.4,1807.104,255324351.35,3401.47,Ley 756 8% variable
89,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.7977,0.2,2834.23,566.846,7322381.88,3401.47,Ley 141 20%
90,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.7977,0.12,2834.23,340.1076,4393429.24,3401.47,ARTICULO 39 LEY 756
91,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,49.8181,0.2,17079.37,3415.874,578836151.59,3401.47,Ley 141 20%
92,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,49.8181,0.12,17079.37,2049.5244,347301691.16,3401.47,ARTICULO 39 LEY 756
93,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,11,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,49.8181,0.06,17764.19,1065.8514,180613606.41,3401.47,Ley 756 8% variable
94,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,12,NARE,NARE SUR,B,O,42.9812,0.2,5191.46,1038.292,150752358.78,3378.05,Ley 141 20%
95,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,12,NARE,UNDERRIVER,P,O,42.0664,0.06,30015.98,1800.9588,255920572.23,3378.05,Ley 756 8% variable
96,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8341,0.2,2528.43,505.686,6549534.54,3378.05,Ley 141 20%
97,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,3.8341,0.12,2528.43,303.4116,3929720.74,3378.05,ARTICULO 39 LEY 756
98,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,50.5556,0.2,17644.33,3528.866,602657422.08,3378.05,Ley 141 20%
99,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,50.5556,0.12,17644.33,2117.3196,361594453.56,3378.05,ARTICULO 39 LEY 756
100,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,50.5556,0.06,1326.88,79.6128,13596221.6,3378.05,Ley 756 8% variable
101,ANTIOQUIA,PUERTO NARE,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139),2019,12,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,50.5556,0.06,22923.52,1375.4112,234891823.23,3378.05,Ley 756 8% variable
102,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.3084,0.2,2353.78,470.756,6419654.35,3165.19,Ley 141 20%
103,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,QB,G,4.3084,0.12,2353.78,282.4536,3851792.8,3165.19,ARTICULO 39 LEY 756
104,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,44.4794,0.2,9461.8,1892.36,266417325.09,3165.19,Ley 141 20%
105,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,B,O,44.4794,0.12,9461.8,1135.416,159850395.49,3165.19,ARTICULO 39 LEY 756
106,ANTIOQUIA,PUERTO TRIUNFO,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151),2019,1,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,I,O,44.4794,0.06,6266.14,375.9684,52930993.86,3165.19,Ley 756 8% variable
