ITEM,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Anio,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
12539,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,2,ORITO,CHURUYACO,B,O,49.3308,0.2,4267.2,853.44,131179599.56,3115.84,Ley 141 20%
12540,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,2,ORITO,ORITO,QB,G,1.7032,0.2,58233.16,11646.632,61807495.98,3115.84,Ley 141 20%
12541,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,2,ORITO,ORITO,B,O,53.0665,0.2,43624,8724.8,1442617091.98,3115.84,Ley 141 20%
12542,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,2,ORITO,ORITO,I,O,53.0665,0.08,17261.62,1380.9296,228332184.34,3115.84,Ley 756 8% variable
12543,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,2,ORITO,SAN ANTONIO,QB,G,3.6226,0.2,131.57,26.314,297017.6,3115.84,Ley 141 20%
12544,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,2,ORITO,SAN ANTONIO,B,O,52.7363,0.2,3063.48,612.696,100676903.51,3115.84,Ley 141 20%
12545,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,2,ORITO,SUCIO,B,O,51.9193,0.2,2243.4,448.68,72583964.4,3115.84,Ley 141 20%
12546,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,AREA OCCIDENTAL,QURIYANA,QB,G,0.2731,0.064,4583.18,293.32352,250628.08,3128.68,Ley 756 8% variable
12547,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,AREA OCCIDENTAL,QURIYANA,B,O,47.642,0.08,6140.08,491.2064,73217542.12,3128.68,Ley 756 8% variable
12548,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,NANCY-BURDINE-MAXINE,NANCY,QB,G,4.3959,0.2,616.68,123.336,1696284.94,3128.68,Ley 141 20%
12549,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,NANCY-BURDINE-MAXINE,NANCY,B,O,52.2967,0.2,5832,1166.4,190845947.08,3128.68,Ley 141 20%
12550,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,CARIBE,QB,G,1.6696,0.2,5854.24,1170.848,6116093.21,3128.68,Ley 141 20%
12551,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,CARIBE,B,O,51.3755,0.2,3813,762.6,122578417,3128.68,Ley 141 20%
12552,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,CARIBE,I,O,51.3755,0.08,36904.97,2952.3976,474561007.2,3128.68,Ley 756 8% variable
12553,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,CHURUYACO,QB,G,0.5554,0.2,8215.98,1643.196,2855330.53,3128.68,Ley 141 20%
12554,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,CHURUYACO,B,O,48.941,0.2,4886.95,977.39,149658667.85,3128.68,Ley 141 20%
12555,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,ORITO,QB,G,1.5599,0.2,69533.4,13906.68,67870549.39,3128.68,Ley 141 20%
12556,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,ORITO,B,O,52.6267,0.2,47957,9591.4,1579244187.97,3128.68,Ley 141 20%
12557,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,ORITO,I,O,52.6267,0.08,21583.84,1726.7072,284305972.96,3128.68,Ley 756 8% variable
12558,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,SAN ANTONIO,QB,G,3.318,0.2,176.59,35.318,366634.58,3128.68,Ley 141 20%
12559,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,SAN ANTONIO,B,O,52.0145,0.2,2499.66,499.932,81357296.28,3128.68,Ley 141 20%
12560,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,3,ORITO,SUCIO,B,O,51.6035,0.2,2673.25,534.65,86319689.76,3128.68,Ley 141 20%
12561,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,AREA OCCIDENTAL,QURIYANA,QB,G,0.3009,0.064,1564.55,100.1312,95081.71,3155.77,Ley 756 8% variable
12562,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,AREA OCCIDENTAL,QURIYANA,B,O,53.9092,0.08,6193.34,495.4672,84291375.01,3155.77,Ley 756 8% variable
12563,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,NANCY-BURDINE-MAXINE,NANCY,QB,G,4.8088,0.2,677.83,135.566,2057277.26,3155.77,Ley 141 20%
12564,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,NANCY-BURDINE-MAXINE,NANCY,B,O,63.544,0.2,5781.12,1156.224,231857886.48,3155.77,Ley 141 20%
12565,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,CARIBE,QB,G,1.8396,0.2,6462.89,1292.578,7503873.43,3155.77,Ley 141 20%
12566,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,CARIBE,B,O,57.8178,0.2,3660,732,133560484.82,3155.77,Ley 141 20%
12567,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,CARIBE,I,O,57.8178,0.08,35336.86,2826.9488,515804169.62,3155.77,Ley 756 8% variable
12568,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,CHURUYACO,QB,G,0.6119,0.2,1422.15,284.43,549238.74,3155.77,Ley 141 20%
12569,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,CHURUYACO,B,O,55.1482,0.2,912.07,182.414,31746426.54,3155.77,Ley 141 20%
12570,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,ORITO,QB,G,1.7188,0.2,76599.28,15319.856,83097004.9,3155.77,Ley 141 20%
12571,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,ORITO,B,O,58.838,0.2,46410,9282,1723474290.4,3155.77,Ley 141 20%
12572,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,ORITO,I,O,58.838,0.08,21280.12,1702.4096,316102044.39,3155.77,Ley 756 8% variable
12573,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,SAN ANTONIO,QB,G,3.6558,0.2,406.11,81.222,937047.05,3155.77,Ley 141 20%
12574,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,SAN ANTONIO,B,O,57.9528,0.2,3648.79,729.758,133462307.88,3155.77,Ley 141 20%
12575,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,4,ORITO,SUCIO,B,O,57.8148,0.2,2461.65,492.33,89825712.58,3155.77,Ley 141 20%
12576,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,AREA OCCIDENTAL,QURIYANA,QB,G,0.2878,0.064,2534.57,162.21248,154269.29,3304.49,Ley 756 8% variable
12577,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,AREA OCCIDENTAL,QURIYANA,B,O,44.2582,0.08,4564.68,365.1744,53407040.25,3304.49,Ley 756 8% variable
12578,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,NANCY-BURDINE-MAXINE,NANCY,QB,G,4.6212,0.2,633.76,126.752,1935592.92,3304.49,Ley 141 20%
12579,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,NANCY-BURDINE-MAXINE,NANCY,B,O,63.046,0.2,5592.58,1118.516,233025892.18,3304.49,Ley 141 20%
12580,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,CARIBE,QB,G,1.7595,0.2,5058.71,1011.742,5882520.89,3304.49,Ley 141 20%
12581,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,CARIBE,B,O,48.0665,0.2,3782,756.4,120142997.15,3304.49,Ley 141 20%
12582,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,CARIBE,I,O,48.0665,0.08,33227.69,2658.2152,422218324.96,3304.49,Ley 756 8% variable
12583,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,CHURUYACO,QB,G,0.5852,0.2,12207.1,2441.42,4721187.54,3304.49,Ley 141 20%
12584,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,CHURUYACO,B,O,45.4632,0.2,4854.64,970.928,145865124.71,3304.49,Ley 141 20%
12585,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,ORITO,QB,G,1.6439,0.2,85762.96,17152.592,93177186.79,3304.49,Ley 141 20%
12586,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,ORITO,B,O,49.0167,0.2,47740,9548,1546539161.71,3304.49,Ley 141 20%
12587,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,ORITO,I,O,49.0167,0.08,21387.78,1711.0224,277143186.82,3304.49,Ley 756 8% variable
12588,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,SAN ANTONIO,QB,G,3.4966,0.2,240.96,48.192,556833.39,3304.49,Ley 141 20%
12589,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,SAN ANTONIO,B,O,48.2035,0.2,3317.86,663.572,105699045,3304.49,Ley 141 20%
12590,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,5,ORITO,SUCIO,B,O,47.9915,0.2,2407.22,481.444,76350967.47,3304.49,Ley 141 20%
12591,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,AREA OCCIDENTAL,QURIYANA,QB,G,0.2988,0.064,4304.91,275.51424,268417.92,3260.52,Ley 756 8% variable
12592,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,AREA OCCIDENTAL,QURIYANA,B,O,44.9019,0.08,2869.75,229.58,33611325.28,3260.52,Ley 756 8% variable
12593,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,NANCY-BURDINE-MAXINE,NANCY,QB,G,4.8032,0.2,579.24,115.848,1814287.15,3260.52,Ley 141 20%
12594,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,NANCY-BURDINE-MAXINE,NANCY,B,O,54.713,0.2,4752.94,950.588,169578083.85,3260.52,Ley 141 20%
12595,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,CARIBE,QB,G,1.8266,0.2,6401.22,1280.244,7624705.42,3260.52,Ley 141 20%
12596,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,CARIBE,B,O,49.2036,0.2,3630,726,116471687.67,3260.52,Ley 141 20%
12597,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,CARIBE,I,O,49.2036,0.08,33188.03,2655.0424,425946651.52,3260.52,Ley 756 8% variable
12598,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,CHURUYACO,QB,G,0.6076,0.2,9277.52,1855.504,3675923.98,3260.52,Ley 141 20%
12599,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,CHURUYACO,B,O,46.0539,0.2,6002.58,1200.516,180269076.83,3260.52,Ley 141 20%
12600,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,ORITO,QB,G,1.7066,0.2,83623.4,16724.68,93062866.6,3260.52,Ley 141 20%
12601,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,ORITO,B,O,50.2048,0.2,46140,9228,1510565966.49,3260.52,Ley 141 20%
12602,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,ORITO,I,O,50.2048,0.08,17852,1428.16,233780872.15,3260.52,Ley 756 8% variable
12603,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,SAN ANTONIO,QB,G,3.63,0.2,238.13,47.626,563686.41,3260.52,Ley 141 20%
12604,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,SAN ANTONIO,B,O,48.6856,0.2,3942.47,788.494,125165830.64,3260.52,Ley 141 20%
12605,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,6,ORITO,SUCIO,B,O,48.8226,0.2,2611.61,522.322,83146904.88,3260.52,Ley 141 20%
12606,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,AREA OCCIDENTAL,QURIYANA,QB,G,6.3327,0.064,4047.42,259.03488,5260075,3206.6,Ley 756 8% variable
12607,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,AREA OCCIDENTAL,QURIYANA,B,O,44.6971,0.08,1765.45,141.236,20242751.51,3206.6,Ley 756 8% variable
12608,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,NANCY-BURDINE-MAXINE,NANCY,QB,G,6.1482,0.2,611.22,122.244,2410018.09,3206.6,Ley 141 20%
12609,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,NANCY-BURDINE-MAXINE,NANCY,B,O,55.817,0.2,5465.04,1093.008,195629622.74,3206.6,Ley 141 20%
12610,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,CARIBE,QB,G,6.3327,0.2,7819.66,1563.932,31757884.34,3206.6,Ley 141 20%
12611,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,CARIBE,B,O,47.0761,0.2,3751,750.2,113245857.54,3206.6,Ley 141 20%
12612,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,CARIBE,I,O,47.0761,0.08,34758.98,2780.7184,419761183.26,3206.6,Ley 756 8% variable
12613,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,CHURUYACO,QB,G,6.3327,0.2,6345.91,1269.182,25772562.72,3206.6,Ley 141 20%
12614,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,CHURUYACO,B,O,45.6721,0.2,4461.97,892.394,130693025.05,3206.6,Ley 141 20%
12615,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,ORITO,QB,G,6.3327,0.2,71605.36,14321.072,290809928.94,3206.6,Ley 141 20%
12616,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,ORITO,B,O,49.4333,0.2,47461,9492.2,1504635387.91,3206.6,Ley 141 20%
12617,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,ORITO,I,O,49.4333,0.08,7635.55,610.844,96826604.68,3206.6,Ley 756 8% variable
12618,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,SAN ANTONIO,QB,G,6.3327,0.2,360.63,72.126,1464621.4,3206.6,Ley 141 20%
12619,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,SAN ANTONIO,B,O,46.8341,0.2,3470.79,694.158,104247415.66,3206.6,Ley 141 20%
12620,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,7,ORITO,SUCIO,B,O,46.8901,0.2,1864.93,372.986,56081352.15,3206.6,Ley 141 20%
12621,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,NANCY-BURDINE-MAXINE,NANCY,QB,G,4.7271,0.2,563.39,112.678,1816691.59,3410.73,Ley 141 20%
12622,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,NANCY-BURDINE-MAXINE,NANCY,B,O,51.756,0.2,5114.75,1022.95,180577007.13,3410.73,Ley 141 20%
12623,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,CARIBE,QB,G,2.3793,0.2,6028.82,1205.764,9784955.4,3410.73,Ley 141 20%
12624,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,CARIBE,B,O,46.1523,0.2,3751,750.2,118091258.24,3410.73,Ley 141 20%
12625,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,CARIBE,I,O,46.1523,0.08,33971.15,2717.692,427800143.53,3410.73,Ley 756 8% variable
12626,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,CHURUYACO,QB,G,4.7207,0.2,8137.06,1627.412,26203014.23,3410.73,Ley 141 20%
12627,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,CHURUYACO,B,O,44.3706,0.2,4184.2,836.84,126644131.99,3410.73,Ley 141 20%
12628,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,ORITO,QB,G,1.9707,0.2,73120.6,14624.12,98296396.89,3410.73,Ley 141 20%
12629,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,ORITO,B,O,48.8815,0.2,47368,9473.6,1579453735.5,3410.73,Ley 141 20%
12630,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,ORITO,I,O,48.8815,0.08,1534,122.72,20460074.17,3410.73,Ley 756 8% variable
12631,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,SAN ANTONIO,QB,G,1.9745,0.2,421.33,84.266,567488.02,3410.73,Ley 141 20%
12632,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,SAN ANTONIO,B,O,46.4923,0.2,4472.37,894.474,141839141.5,3410.73,Ley 141 20%
12633,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,8,ORITO,SUCIO,B,O,45.9493,0.2,2705.4,541.08,84798411.82,3410.73,Ley 141 20%
12634,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,NANCY-BURDINE-MAXINE,NANCY,QB,G,4.7234,0.2,566.92,113.384,1820607.6,3399.46,Ley 141 20%
12635,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,NANCY-BURDINE-MAXINE,NANCY,B,O,54.26,0.2,4953.86,990.772,182752550.89,3399.46,Ley 141 20%
12636,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,ORITO,CARIBE,QB,G,2.4275,0.2,5764.08,1152.816,9513255.64,3399.46,Ley 141 20%
12637,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,ORITO,CARIBE,B,O,47.4947,0.2,3600,720,116248559.66,3399.46,Ley 141 20%
12638,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,ORITO,CARIBE,I,O,47.4947,0.08,32288.77,2583.1016,417058111.62,3399.46,Ley 756 8% variable
12639,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,ORITO,CHURUYACO,QB,G,4.8164,0.2,9343.29,1868.658,30595834.37,3399.46,Ley 141 20%
12640,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,ORITO,CHURUYACO,B,O,45.9609,0.2,4404.94,880.988,137647539.21,3399.46,Ley 141 20%
12641,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,ORITO,ORITO,QB,G,2.0107,0.2,72275,14455,98804177.8,3399.46,Ley 141 20%
12642,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,ORITO,ORITO,B,O,49.3309,0.2,43433.2,8686.64,1456735814.19,3399.46,Ley 141 20%
12643,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,ORITO,SAN ANTONIO,QB,G,2.0146,0.2,454.36,90.872,622341.62,3399.46,Ley 141 20%
12644,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,ORITO,SAN ANTONIO,B,O,47.1457,0.2,3961.93,792.386,126995641.56,3399.46,Ley 141 20%
12645,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,9,ORITO,SUCIO,B,O,47.3057,0.2,2481.95,496.39,79826378.88,3399.46,Ley 141 20%
12646,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,AREA OCCIDENTAL,QURIYANA,QB,G,0.3055,0.064,735.27,47.05728,49357.26,3433.31,Ley 756 8% variable
12647,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,AREA OCCIDENTAL,QURIYANA,B,O,45.7304,0.08,130.54,10.4432,1639651.45,3433.31,Ley 756 8% variable
12648,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,NANCY-BURDINE-MAXINE,NANCY,QB,G,4.7647,0.2,560.69,112.138,1834430.86,3433.31,Ley 141 20%
12649,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,NANCY-BURDINE-MAXINE,NANCY,B,O,50.26,0.2,4870.55,974.11,168090629.68,3433.31,Ley 141 20%
12650,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,CARIBE,QB,G,2.4954,0.2,5835.9,1167.18,9999793.17,3433.31,Ley 141 20%
12651,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,CARIBE,B,O,48.3657,0.2,3720,744,123544504.46,3433.31,Ley 141 20%
12652,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,CARIBE,I,O,48.3657,0.08,32537.1,2602.968,432234397,3433.31,Ley 756 8% variable
12653,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,CHURUYACO,QB,G,4.9512,0.2,9287.96,1857.592,31577214.21,3433.31,Ley 141 20%
12654,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,CHURUYACO,B,O,46.4714,0.2,4200.59,840.118,134041433.52,3433.31,Ley 141 20%
12655,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,ORITO,QB,G,2.067,0.2,86207.8,17241.56,122357347.28,3433.31,Ley 141 20%
12656,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,ORITO,B,O,50.6459,0.2,47058,9411.6,1636517948,3433.31,Ley 141 20%
12657,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,ORITO,I,O,50.6459,0.08,11361.76,908.9408,158049421.2,3433.31,Ley 756 8% variable
12658,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,SAN ANTONIO,QB,G,2.0709,0.2,486.22,97.244,691408.76,3433.31,Ley 141 20%
12659,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,SAN ANTONIO,B,O,48.5257,0.2,3931.05,786.21,130985550.33,3433.31,Ley 141 20%
12660,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,10,ORITO,SUCIO,B,O,48.3097,0.2,2152.54,430.508,71404993.52,3433.31,Ley 141 20%
12661,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,11,AREA OCCIDENTAL,QURIYANA,QB,G,0.2901,0.064,267.99,17.15136,16924.37,3401.47,Ley 756 8% variable
12662,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,11,AREA OCCIDENTAL,QURIYANA,B,O,46.0011,0.08,13.87,1.1096,173620.49,3401.47,Ley 756 8% variable
12663,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,11,NANCY-BURDINE-MAXINE,NANCY,QB,G,4.5218,0.2,561,112.2,1725721.66,3401.47,Ley 141 20%
12664,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,11,NANCY-BURDINE-MAXINE,NANCY,B,O,52.714,0.2,4854.51,970.902,174087670.08,3401.47,Ley 141 20%
12665,PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),2019,11,ORITO,CARIBE,QB,G,2.3698,0.2,5465.79,1093.158,8811731.89,3401.47,Ley 141 20%
