Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PERENCO COLOMBIA LIMITED,CRAVO ESTE,CASANARE,0.2733,0.2729,0.2449,0.2519,0.2481,0.2528,0.2563,0.2487,,,,
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),INVEPETROL LIMITED COLOMBIA,CURITO,CASANARE ESTE,0.0021,0.0022,0.002,0.0017,0,0.0019,0.0017,0.0018,,,,
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LAS MARACAS,LOS OCARROS,0.2736,0.275,0.2775,0.2734,0.088,0.2395,0.2485,0.2181,,,,
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),COLOMBIA ENERGY DEVELOPMENT CO,PANTRO,LLA 23,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002,0.0001,,,,
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PERENCO COLOMBIA LIMITED,REMACHE NORTE,COROCORA,0.0226,0.0227,0.022,0.0289,0.0355,0.0306,0.0321,0.0314,,,,
CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),PERENCO COLOMBIA LIMITED,REMACHE SUR,COROCORA,0.0733,0.0717,0.076,0.0741,0.062,0.0684,0.0697,0.0668,,,,
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),VERANO ENERGY LIMITED SUCURSAL,CALONA,LLA 32,0.5374,0.3776,0.2097,0.319,0.6889,1.4437,1.3724,1.166,,,,
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),Frontera Energy Colombia Corp Sucursal Colombia,Canaguay,CANAGUARO,0.0416,0.0303,0.0234,0.0199,0.0126,0.02,0.0162,0.0154,,,,
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),VERANO ENERGY LIMITED SUCURSAL,CARMENTEA,LLA 32,2.2435,0,5.3718,11.2772,10.4253,10.0969,9.888,9.5434,,,,
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),ECOPETROL S.A.,CUSIANA,RÍO CHITAMENA,34.6013,34.3287,34.0754,33.3098,32.2599,31.6674,32.0435,32.4023,,,,
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),ECOPETROL S.A.,CUSIANA,TAURAMENA,91.069,89.0343,85.5336,78.4704,88.9923,82.4272,77.8242,79.355,,,,
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),VERANO ENERGY LIMITED SUCURSAL,KANANASKIS,LLA 32,7.415,10.5286,5.8682,0,0,0,0,0,,,,
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),GEOPARK COLOMBIA S.A.S.,TILO,LLA 34,0.0423,0.0455,0.0571,0.0577,0.0211,0.049,0.0582,0.0579,,,,
CASANARE,TAURAMENA,4.697463691,-72.62922436,POINT (-72.62922436 4.697463691),GEOPARK COLOMBIA S.A.S.,TUA,LLA 34,0.2098,0.2109,0.2063,0.2034,0.1834,0.2092,0.1796,0.1363,,,,
CASANARE,TRINIDAD,5.354527091,-71.25479519,POINT (-71.25479519 5.354527091),LEWIS ENERGY COLOMBIA INC,AZAFRÁN,GUACHIRIA SUR,0,0,0.0013,0.0013,0.001,0.0009,0.001,0.0011,,,,
CASANARE,TRINIDAD,5.354527091,-71.25479519,POINT (-71.25479519 5.354527091),PERENCO COLOMBIA LIMITED,COREN,COROCORA,0.0935,0.1071,0.1097,0.1083,0.1054,0.1057,0.1064,0.1076,,,,
CASANARE,TRINIDAD,5.354527091,-71.25479519,POINT (-71.25479519 5.354527091),PERENCO COLOMBIA LIMITED,COROCORA,COROCORA,0.0864,0.0903,0.1162,0.1132,0.097,0.0961,0.0949,0.0916,,,,
CASANARE,TRINIDAD,5.354527091,-71.25479519,POINT (-71.25479519 5.354527091),LEWIS ENERGY COLOMBIA INC,LOS ACEITES,GUACHIRÍA,0,0,0.0087,0.0604,0.0329,0.0527,0.0538,0.0554,,,,
CASANARE,TRINIDAD,5.354527091,-71.25479519,POINT (-71.25479519 5.354527091),LEWIS ENERGY COLOMBIA INC,PRIMAVERA,GUACHIRÍA,0,0,0.0007,0.008,0.0068,0.0105,0.01,0.0092,,,,
CASANARE,TRINIDAD,5.354527091,-71.25479519,POINT (-71.25479519 5.354527091),LEWIS ENERGY COLOMBIA INC,TULIPÁN,GUACHIRIA SUR,0,0,0.0079,0.0088,0.0113,0.0141,0.0137,0.0136,,,,
CASANARE,VILLA NUEVA,4.528307719,-72.82314281,POINT (-72.82314281 4.528307719),Frontera Energy Colombia Corp Sucursal Colombia,CARUTO,CORCEL,0.0465,0.0451,0.0442,0.0437,0.0414,0.0409,0.0403,0.042,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),ECOPETROL S.A.,FLOREÑA,PIEDEMONTE,81.7998,112.0662,113.889,110.3068,114.7418,27.5437,51.2528,111.5803,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),ECOPETROL S.A.,FLOREÑA MIRADOR,PIEDEMONTE,55.4666,69.2818,70.036,69.0126,74.1878,53.9462,62.9813,74.0061,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),PERENCO COLOMBIA LIMITED,LA GLORIA NORTE,CASANARE,0.4433,0.4962,0.5336,0.5078,0.427,0.4594,0.4057,0.4458,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),PERENCO COLOMBIA LIMITED,MORICHAL,CASANARE,0.4377,0.455,0.4666,0.4778,0.4655,0.4552,0.4854,0.5128,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),ECOPETROL S.A.,PAUTO SUR,PIEDEMONTE,403.5776,410.4107,402.1125,409.1061,398.1915,353.7914,365.3708,365.7917,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),ECOPETROL S.A.,PAUTO SUR RECETOR,RECETOR,10.6018,10.485,10.6622,10.3879,9.6745,9.4988,9.0233,8.7768,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO,RANCHO HERMOSO,0.0019,0.0019,0.0019,0.0017,0.0017,0.0058,0.0065,0.0058,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),COLOMBIA ENERGY DEVELOPMENT CO,TILODIRÁN,RIO VERDE,0.5021,0.4956,0.48,0.4887,0.4837,0.4783,0.4904,0.4873,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),PERENCO COLOMBIA LIMITED,TOCARIA,CASANARE,0.3165,0.3079,0.315,0.3036,0.2721,0.2493,0.2591,0,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),EMERALD ENERGY PLC SUCURSAL COLOMBIA,VIGIA,CAMPO RICO,0.0375,0.0384,0.0361,0.0385,0.0347,0.0377,0.0322,0.0321,,,,
CASANARE,YOPAL,5.242744761,-72.25802857,POINT (-72.25802857 5.242744761),ECOPETROL S.A.,VOLCANERA,RECETOR,0,0,0,0,0,0.0422,0,0,,,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),LEWIS ENERGY COLOMBIA INC,CARAMELO,VMM 1,1.9128,1.9039,1.8499,1.7464,1.7198,1.6561,0,0,,,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),WATTLE PETROLEUM COMPANY S.A.S,CARAMELO,VMM 1,0,0,0,0,0,0,1.4393,1.3579,,,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),CARRAO ENERGY S.A. SUCURSAL COLOMBIA,MONO ARAÑA,VMM 2,0.1363,0.143,0.0688,0.0415,0,0,0,0,,,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),GRAN TIERRA COLOMBIA INC SUCURSAL,MONO ARAÑA,VMM 2,0,0,0,0,0.098,0.1491,0.1896,0.1788,,,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),CARRAO ENERGY S.A. SUCURSAL COLOMBIA,OSO PARDO,SANTA ISABEL,0,0,0,0,0,0.1029,0.3603,0.2605,,,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),LEWIS ENERGY COLOMBIA INC,TOPOSI,VMM 1,2.9228,2.9685,2.9083,2.9594,2.9991,3.0605,0,0,,,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),WATTLE PETROLEUM COMPANY S.A.S,TOPOSI,VMM 1,0,0,0,0,0,0,3.3109,3.4132,,,,
CESAR,AGUACHICA,8.248735219,-73.6227405,POINT (-73.6227405 8.248735219),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,TOTUMAL,FORTUNA,0,0,0,0.0004,0,0,0,0,,,,
CESAR,ASTREA,9.510727925,-73.94214641,POINT (-73.94214641 9.510727925),HOCOL S.A.,ARJONA,CHIMICHAGUA,2.7084,3.3538,3.3339,3.3242,3.2898,3.2492,3.2916,3.4392,,,,
CESAR,EL PASO,9.683474681,-73.73833778,POINT (-73.73833778 9.683474681),TEXICAN OIL LTD SUCURSAL EN COLOMBIA,COMPAE,MARACAS,0,0,0.0005,0,0,0,0,0,,,,
CESAR,GAMARRA,8.337726622,-73.70649199,POINT (-73.70649199 8.337726622),LEWIS ENERGY COLOMBIA INC,La Estancia,VMM 1,1.3176,1.341,1.4496,1.4859,1.4628,1.4526,0,0,,,,
CESAR,GAMARRA,8.337726622,-73.70649199,POINT (-73.70649199 8.337726622),WATTLE PETROLEUM COMPANY S.A.S,La Estancia,VMM 1,0,0,0,0,0,0,1.4452,1.4026,,,,
CESAR,LA JAGUA IBIRICO,9.52099808,-73.32249338,POINT (-73.32249338 9.52099808),"DRUMMOND ENERGY, INC",CAPORO,LA LOMA,0.7949,0.7924,0.8946,0.9989,1.0449,1.0328,0.9632,0.9856,,,,
CESAR,RIO DE ORO,8.201070245,-73.48750127,POINT (-73.48750127 8.201070245),"GRAN TIERRA ENERGY COLOMBIA, LLC",CHUIRA,MIDAS,0.0639,0.0606,0.0563,0.0518,0.0561,0.0549,0.0549,0.0529,,,,
CESAR,RIO DE ORO,8.201070245,-73.48750127,POINT (-73.48750127 8.201070245),"GRAN TIERRA ENERGY COLOMBIA, LLC",LOS ANGELES,TISQUIRAMA B,0.0049,0.0126,0.0513,0.0658,0.068,0.067,0.0743,0.0554,,,,
CESAR,RIO DE ORO,8.201070245,-73.48750127,POINT (-73.48750127 8.201070245),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,PIMIENTO,FORTUNA,0,0,0,0,0,0.002,0,0,,,,
CESAR,RIO DE ORO,8.201070245,-73.48750127,POINT (-73.48750127 8.201070245),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,TOTUMAL,FORTUNA,0.0666,0.1218,0.1534,0.1232,0.1242,0.0529,0.0915,0.0879,,,,
CESAR,SAN ALBERTO,7.769815987,-73.47218888,POINT (-73.47218888 7.769815987),"GRAN TIERRA ENERGY COLOMBIA, LLC",SANTA LUCÍA,TISQUIRAMA-A,0,0,0,0,0,0.0007,0.0038,0.0036,,,,
CESAR,SAN MARTÍN,7.937788454,-73.54436312,POINT (-73.54436312 7.937788454),"GRAN TIERRA ENERGY COLOMBIA, LLC",ACORDIONERO,MIDAS,2.6829,3.3383,4.3374,4.8285,4.1122,4.652,4.3644,4.254,,,,
CESAR,SAN MARTÍN,7.937788454,-73.54436312,POINT (-73.54436312 7.937788454),ECOPETROL S.A.,SAN ROQUE,TISQUIRAMA-C,0.7594,0.421,0.4595,0.4575,0.4468,0.4417,0.4488,0.4042,,,,
CESAR,SAN MARTÍN,7.937788454,-73.54436312,POINT (-73.54436312 7.937788454),ECOPETROL S.A.,TISQUIRAMA,TISQUIRAMA-C,0.9677,0.9285,0.8302,0.812,0.7859,0.7652,0.6805,0.4997,,,,
CORDOBA,PUEBLO NUEVO,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568),HOCOL S.A.,ARRECIFE,VIM 8,4.2023,3.5855,3.6537,3.2361,2.9677,3.2787,3.6185,4.0009,,,,
CORDOBA,PUEBLO NUEVO,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568),CANACOL ENERGY COLOMBIA SAS,BREVA,VIM 21,2.3446,0.6696,1.2408,1.419,1.1239,1.4751,1.0418,0.9522,,,,
CORDOBA,PUEBLO NUEVO,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568),CANACOL ENERGY COLOMBIA SAS,NELSON,ESPERANZA,50.7951,54.0669,48.9059,40.2116,42.7589,48.592,51.5897,49.7507,,,,
CORDOBA,PUEBLO NUEVO,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568),CANACOL ENERGY COLOMBIA SAS,PALMER,ESPERANZA,9.2552,10.1403,9.5684,9.8578,8.0345,7.3062,6.7711,5.9462,,,,
CORDOBA,PUEBLO NUEVO,8.481339568,-75.40516154,POINT (-75.40516154 8.481339568),CANACOL ENERGY COLOMBIA SAS,TORONJA,VIM 21,1.7326,1.5865,2.647,2.5616,1.1951,1.0749,1.1434,1.089,,,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,AGUAS VIVAS,VIM 21,0,0,0,0,0,5.6431,15.1286,23.1647,,,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,ARANDALA,VIM 21,3.7593,8.639,7.7022,7.1349,5.845,4.0423,3.5574,2.6072,,,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,ARIANNA,ESPERANZA,0.0011,0,0,0,0,0,0,0,,,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,CAÑAFLECHA,ESPERANZA,0,0,0,0,0,0,0.0177,0,,,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,CAÑAHUATE,ESPERANZA,0,0,0.0401,0.2393,0.8508,7.8084,5.9402,4.284,,,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CNE OIL & GAS S A S,CLARINETE,VIM 5,52.1995,53.7177,47.3435,48.6036,54.1315,44.4279,45.2124,44.1434,,,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CANACOL ENERGY COLOMBIA SAS,KATANA,ESPERANZA,0.3117,0.3092,0.0368,0.0003,0.0003,0,0,0,,,,
CORDOBA,SAHAGUN,8.799007016,-75.42925664,POINT (-75.42925664 8.799007016),CNE OIL & GAS S A S,OBOE,VIM 5,0,0.1712,0.8592,2.1024,0.1993,0.0445,0.033,0.0922,,,,
CUNDINAMARCA,GUADUAS,5.173554764,-74.64014651,POINT (-74.64014651 5.173554764),Frontera Energy Colombia Corp Sucursal Colombia,GUADUAS,DINDAL,0.5827,0.4057,0.1796,0,0,0,0,0,,,,
CUNDINAMARCA,PULI,4.691336253,-74.68074404,POINT (-74.68074404 4.691336253),HOCOL S.A.,PULI,PULI,0.0403,0.2206,0.1936,0.0509,0.0328,0,0,0.0554,,,,
GUAJIRA,MANAURE,11.60554263,-72.57160392,POINT (-72.57160392 11.60554263),HOCOL S.A.,BALLENA,GUAJIRA,19.8849,22.613,22.1944,22.4139,20.4246,21.5203,21.9141,20.4651,,,,
GUAJIRA,MANAURE,11.60554263,-72.57160392,POINT (-72.57160392 11.60554263),HOCOL S.A.,CHUCHUPA,GUAJIRA,109.6045,110.0733,106.1889,107.9446,103.6648,101.4952,101.2839,104.5529,,,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,ARRAYÁN,PIJAO-POTRERILLO,0.0852,0.08,0.074,0.0953,0.0773,0.0876,0.0866,0.0843,,,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,BALCÓN,PALERMO,0.3457,0.3431,0.2578,0.3234,0.3462,0.3409,0.3401,0.3086,,,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,BRISAS,PIJAO-POTRERILLO,0.0376,0.0373,0.0268,0.0302,0.0342,0.0329,0.0289,0.0361,,,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,DINA CRETÁCEOS,PIJAO-POTRERILLO,0.2597,0.2662,0.2553,0.256,0.3171,0.3099,0.3175,0.2922,,,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,DINA NORTE,PIJAO-POTRERILLO,0.1914,0.1896,0.2225,0.2281,0.2267,0.1864,0.1584,0.1743,,,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,DINA TERCIARIOS,PIJAO-POTRERILLO,1.0302,1.1534,1.1766,1.1692,1.2128,1.2166,1.2664,1.2602,,,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,TEMPRANILLO,PIJAO-POTRERILLO,0.2619,0.2864,0.2684,0.2536,0.2654,0.245,0.2667,0.2599,,,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,TEMPRANILLO NORTE,PIJAO-POTRERILLO,0.1758,0.1891,0.1631,0.2063,0.2381,0.2084,0.2065,0.1809,,,,
HUILA,AIPE,3.243441923,-75.27670655,POINT (-75.27670655 3.243441923),ECOPETROL S.A.,TENAY,PIJAO-POTRERILLO,0.5994,0.6955,0.4791,0.6459,0.6529,0.6423,0.6262,0.6148,,,,
HUILA,GARZON,2.172441496,-75.57131243,POINT (-75.57131243 2.172441496),EMERALD ENERGY PLC SUCURSAL COLOMBIA,GIGANTE,MATAMBO,0.5528,0.6109,0.5642,0.5874,0.5463,0.4678,0.5145,0.5254,,,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,CEBÚ,PIJAO-POTRERILLO,0.0195,0.0218,0.02,0.042,0.0822,0.0325,0.0103,0.0117,,,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,ESPINO,CAGUAN,0.0055,0.0028,0.0019,0.0018,0.0018,0.0019,0.0047,0.0121,,,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PALOGRANDE,PIJAO-POTRERILLO,0.1177,0.1376,0.1113,0.1105,0.094,0.1387,0.1574,0.1488,,,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PALOGRANDE HONDA,PIJAO-POTRERILLO,0.0247,0.0274,0.0256,0.0345,0.0405,0.1004,0.098,0.0488,,,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,PIJAO POTRERILLO,PIJAO-POTRERILLO,0.0336,0.0176,0.0092,0.0252,0.015,0.0209,0.027,0.0153,,,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,RIO CEIBAS,CAGUAN,1.4077,1.425,1.2463,1.2122,1.2725,1.0275,0.9972,1.0716,,,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,SAN FRANCISCO,PALERMO,1.8964,1.732,1.6911,1.7259,1.7672,1.6383,1.6757,1.8659,,,,
HUILA,NEIVA,2.993360046,-75.27236232,POINT (-75.27236232 2.993360046),ECOPETROL S.A.,TELLO,CAMPOS TELLO Y LA JAGUA,0.9674,0.9626,0.9145,0.98,0.9259,1.0083,1.0263,0.9949,,,,
HUILA,PAICOL,2.40689827,-75.72803027,POINT (-75.72803027 2.40689827),HOCOL S.A.,LA CAÑADA NORTE,RIO PAEZZ,2.8429,2.9317,3.0298,2.9792,1.5371,2.5909,2.6487,2.6757,,,,
HUILA,PALERMO,2.914491967,-75.44066118,POINT (-75.44066118 2.914491967),ECOPETROL S.A.,PALERMO,PALERMO,0.0423,0.0332,0.0143,0.011,0.0135,0.0339,0.0228,0.0157,,,,
HUILA,PALERMO,2.914491967,-75.44066118,POINT (-75.44066118 2.914491967),ECOPETROL S.A.,SAN FRANCISCO,PALERMO,0.9134,0.9515,0.9272,0.8917,0.8584,0.8991,0.9236,0.8977,,,,
HUILA,PALERMO,2.914491967,-75.44066118,POINT (-75.44066118 2.914491967),ECOPETROL S.A.,SANTA CLARA,SANTA CLARA,0.3546,0.297,0.2729,0.2899,0.2084,0.1694,0.1763,0.3211,,,,
HUILA,TESALIA,2.526855132,-75.68259642,POINT (-75.68259642 2.526855132),HOCOL S.A.,LA HOCHA,RIO PAEZ,0.5866,0.5832,0.5579,0.5225,0.513,0.5206,0.4791,0.4967,,,,
HUILA,VILLAVIEJA,3.287057875,-75.13838292,POINT (-75.13838292 3.287057875),ECOPETROL S.A.,LOMA LARGA,PIJAO-POTRERILLO,0.0314,0.0344,0.0353,0.0487,0.0615,0.0583,0.0571,0.0691,,,,
HUILA,YAGUARA,2.646563339,-75.51592645,POINT (-75.51592645 2.646563339),ECOPETROL S.A.,YAGUARA,HOBO,0.6948,0.7617,0.795,0.7823,0.7711,0.8452,0.8775,0.9042,,,,
MAGDALENA,ARIGUANI,9.834264955,-74.08460085,POINT (-74.08460085 9.834264955),PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,EL DIFÍCIL,EL DIFÍCIL,9.7868,9.585,9.4922,9.3071,9.2147,9.0142,6.805,8.7558,,,,
MAGDALENA,ARIGUANI,9.834264955,-74.08460085,POINT (-74.08460085 9.834264955),PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,MANDINGA,EL DIFÍCIL,0.0352,0,0,0,0,0,0.0029,0,,,,
MAGDALENA,PLATO,9.76945611,-74.60181576,POINT (-74.60181576 9.76945611),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LA BELLEZA,VIM 1,0,0,3.5805,4.4237,0,0,0,0,,,,
META,ACACIAS,3.943383008,-73.57135162,POINT (-73.57135162 3.943383008),ECOPETROL S.A.,AKACIAS,CPO 9,0.6494,0.6701,0.6419,0.6556,0.5715,0.5757,0.5252,0.6294,,,,
META,ACACIAS,3.943383008,-73.57135162,POINT (-73.57135162 3.943383008),ECOPETROL S.A.,CHICHIMENE,CUBARRAL,4.9491,5.7125,5.5109,5.3472,5.9252,5.6342,4.3227,4.1602,,,,
META,BARRANCA DE UPIA,4.519076127,-72.99548981,POINT (-72.99548981 4.519076127),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL A,CORCEL,0.0902,0.1003,0.1029,0.101,0.1076,0.1072,0.108,0.079,,,,
META,BARRANCA DE UPIA,4.519076127,-72.99548981,POINT (-72.99548981 4.519076127),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL C,CORCEL,0,0.02,0.0573,0.057,0.0521,0.0505,0.0501,0.0412,,,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CANDELILLA,GUATIQUIA,0.0766,0.0793,0.0801,0.0664,0.057,0.0528,0.0496,0.0482,,,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CEIBO,GUATIQUIA,0.814,0.8197,0.8373,0.8661,0.8413,0.8622,0.826,0.8265,,,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,COBRA,CORCEL,0.0048,0.0065,0.0063,0.0066,0.0156,0.0171,0.0162,0.0203,,,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,Coralillo,GUATIQUIA,0.0632,0.054,0,0,0,0,0,0,,,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL D,CORCEL,0,0,0,0,0,0,0,0.0011,,,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,CORCEL E,CORCEL,0.041,0.0704,0.0752,0.0714,0.0625,0.0633,0.069,0.0595,,,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,INDICO,CPO 5,0.0646,0.0832,0.0879,0.0887,0.0483,0.075,0.0767,0.0758,,,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,MARIPOSA,CPO 5,0.0641,0.0844,0.0791,0.0729,0.047,0.0537,0.0573,0.0628,,,,
META,CABUYARO,4.315244759,-72.95268896,POINT (-72.95268896 4.315244759),Frontera Energy Colombia Corp Sucursal Colombia,YATAY,GUATIQUIA,0,0,0.0549,0.0321,0.0584,0.0599,0.0569,0.0697,,,,
META,GUAMAL,3.947775585,-73.95983864,POINT (-73.95983864 3.947775585),ECOPETROL S.A.,CHICHIMENE SW,CUBARRAL,0.1605,0.1271,0.0785,0.1823,0.1544,0.1387,0.1166,0.114,,,,
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA SUR A,CARACARA,0.2446,0.2414,0.228,0.2391,0.2248,0.2085,0.2317,0.2369,,,,
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),CEPSA COLOMBIA S.A.,CARACARA SUR B Y C,CARACARA,0.0756,0.074,0.0797,0.0735,0.0699,0.0719,0.0688,0.0711,,,,
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),HOCOL S.A.,GUARROJO,GUARROJO,0.0046,0.0047,0.0042,0.0038,0.0037,0.0037,0.0034,0.003,,,,
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),HOCOL S.A.,OCELOTE,GUARROJO,0.3164,0.3062,0.3106,0.2871,0.2772,0.2583,0.2655,0.268,,,,
META,PUERTO GAITAN,4.005034467,-71.63157429,POINT (-71.63157429 4.005034467),HOCOL S.A.,PINTADO,GUARROJO,0.2077,0.2219,0.2037,0.2208,0.226,0.2335,0.2413,0.2442,,,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY,APIAY,0.3556,0.3585,0.2911,0.2573,0.2333,0.3709,0.3818,0.3213,,,,
