ITEM,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Anio,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
5074,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,CUBIRO,COPA C,B,O,36.9009,0.08,1254.59,100.3672,13889464.62,3750.22,Ley 756 8% variable
5075,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,CUBIRO,COPA D,B,O,30.6734,0.08,2529.87,202.3896,23281280.09,3750.22,Ley 756 8% variable
5076,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,CUBIRO,COPA D,B,O,30.6734,0.08,8231.19,658.4952,75748018.63,3750.22,Ley 756 8% variable
5077,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,CUBIRO,COPA D,B,O,30.6734,0.08,736.78,58.9424,6780261.96,3750.22,Ley 756 8% variable
5078,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,GARCERO,CANDALAY,B,O,30.4837,0.08,671.56,53.7248,6141850.27,3750.22,Ley 756 8% variable
5079,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,LLA 23,PANTRO,QB,G,4.4699,0.064,8.75,0.56,9387.23,3750.22,Ley 756 8% variable
5080,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,LLA 23,PANTRO,B,O,29.2633,0.08,232.99,18.6392,2045536.78,3750.22,Ley 756 8% variable
5081,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,LLA 30,ADALIA,B,O,30.6658,0.08,8230.97,658.4776,75727226.16,3750.22,Ley 756 8% variable
5082,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,LOS OCARROS,LAS MARACAS,QB,G,4.4699,0.064,211.21,13.51744,226594.27,3750.22,Ley 756 8% variable
5083,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,LOS OCARROS,LAS MARACAS,B,O,33.4388,0.08,500.95,40.076,5025644.77,3750.22,Ley 756 8% variable
5084,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,LOS OCARROS,LAS MARACAS,QB,G,4.4699,0.064,502.92,32.18688,539552.04,3750.22,Ley 756 8% variable
5085,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,9,LOS OCARROS,LAS MARACAS,B,O,33.4388,0.08,2047.96,163.8368,20545602.63,3750.22,Ley 756 8% variable
5086,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CASANARE,BARQUEREÑA,B,O,29.2593,0.2,6397.19,1279.438,143519692.73,3833.79,Ley 141 20%
5087,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CASANARE,CRAVO ESTE,B,O,30.9795,0.2,1631.25,326.25,38748352.21,3833.79,Ley 141 20%
5088,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CASANARE,CRAVO ESTE,B,O,30.9795,0.2,10594.04,2118.808,251648489.16,3833.79,Ley 141 20%
5089,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CASANARE,LA FLORA,B,O,27.9206,0.2,8031.31,1606.262,171937042.46,3833.79,Ley 141 20%
5090,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CASANARE,TIERRA BLANCA,B,G,4.2766,0.2,239.13,47.826,784134.91,3833.79,Ley 141 20%
5091,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CASANARE ESTE,CEDRILLO,B,O,33.1861,0.08,11122.18,889.7744,113204696.35,3833.79,Ley 756 8% variable
5092,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CASANARE ESTE,CURITO,QB,G,4.9442,0.064,19.72,1.26208,23922.63,3833.79,Ley 756 8% variable
5093,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CASANARE ESTE,CURITO,B,O,33.1861,0.08,3410.98,272.8784,34717919.68,3833.79,Ley 756 8% variable
5094,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,COROCORA,CAÑO GANDUL,B,O,30.633,0.2,3073.19,614.638,72183387.11,3833.79,Ley 141 20%
5095,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,COROCORA,CAÑO GANDUL,B,O,30.633,0.08,3345.98,267.6784,31436282,3833.79,Ley 756 8% variable
5096,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,COROCORA,REMACHE NORTE,B,O,29.1965,0.08,10341.7,827.336,92606406.88,3833.79,Ley 756 8% variable
5097,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,COROCORA,REMACHE SUR,B,O,29.6449,0.08,6453.02,516.2416,58672055.99,3833.79,Ley 756 8% variable
5098,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,ARAUCO,B,O,28.1808,0.08,1178.14,94.2512,10182830.74,3833.79,Ley 756 8% variable
5099,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,CARETO,B,O,28.3514,0.08,2793.21,223.4568,24288259.98,3833.79,Ley 756 8% variable
5100,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,CARETO,B,O,28.3514,0.08,951.08,76.0864,8270082.95,3833.79,Ley 756 8% variable
5101,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA,B,O,30.3411,0.08,16421.74,1313.7392,152815990.45,3833.79,Ley 756 8% variable
5102,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA,B,O,30.3411,0.08,3207.17,256.5736,29845001.61,3833.79,Ley 756 8% variable
5103,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA,B,O,30.3411,0.08,18119.84,1449.5872,168618020.67,3833.79,Ley 756 8% variable
5104,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA A NORTE,B,O,28.6059,0.08,11850.24,948.0192,103968330.19,3833.79,Ley 756 8% variable
5105,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA A NORTE,B,O,28.6059,0.08,9764.79,781.1832,85671590.58,3833.79,Ley 756 8% variable
5106,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA A SUR,B,O,30.2926,0.08,2683.28,214.6624,24929917.96,3833.79,Ley 756 8% variable
5107,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA A SUR,B,O,30.2926,0.08,3141.16,251.2928,29184006.4,3833.79,Ley 756 8% variable
5108,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA B,B,O,29.561,0.08,2595.23,207.6184,23529531.36,3833.79,Ley 756 8% variable
5109,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA B,B,O,29.561,0.08,1322.68,105.8144,11992016.23,3833.79,Ley 756 8% variable
5110,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA C,B,O,33.5149,0.08,1508.21,120.6568,15503082.09,3833.79,Ley 756 8% variable
5111,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA D,B,O,29.6476,0.08,2743.9,219.512,24950320.48,3833.79,Ley 756 8% variable
5112,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA D,B,O,29.6476,0.08,8406.18,672.4944,76437510.47,3833.79,Ley 756 8% variable
5113,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,CUBIRO,COPA D,B,O,29.6476,0.08,805.41,64.4328,7323604.02,3833.79,Ley 756 8% variable
5114,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,ESTERO,GUANAPALO,B,O,27.6974,0.2,1112.14,222.428,23618742.4,3833.79,Ley 141 20%
5115,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,LLA 23,PANTRO,QB,G,4.8002,0.064,5.21,0.33344,6136.28,3833.79,Ley 756 8% variable
5116,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,LLA 23,PANTRO,B,O,29.0262,0.08,140.71,11.2568,1252660.63,3833.79,Ley 756 8% variable
5117,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,LLA 30,ADALIA,B,O,29.7395,0.08,9069.64,725.5712,82725998.63,3833.79,Ley 756 8% variable
5118,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,LOS OCARROS,LAS MARACAS,QB,G,4.8002,0.064,288.78,18.48192,340121.92,3833.79,Ley 756 8% variable
5119,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,LOS OCARROS,LAS MARACAS,B,O,35.6698,0.08,5303.32,424.2656,58018542.25,3833.79,Ley 756 8% variable
5120,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,LOS OCARROS,LAS MARACAS,QB,G,4.8002,0.064,133.89,8.56896,157694.01,3833.79,Ley 756 8% variable
5121,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,10,LOS OCARROS,LAS MARACAS,B,O,35.6698,0.08,7657,612.56,83767900.09,3833.79,Ley 756 8% variable
5122,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CASANARE,BARQUEREÑA,B,O,34.2519,0.2,6955.05,1391.01,175600866.2,3685.63,Ley 141 20%
5123,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CASANARE,CRAVO ESTE,B,O,35.8511,0.2,1540.15,308.03,40701201.77,3685.63,Ley 141 20%
5124,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CASANARE,CRAVO ESTE,B,O,35.8511,0.2,10098.93,2019.786,266882180.52,3685.63,Ley 141 20%
5125,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CASANARE,LA FLORA,B,O,32.8412,0.2,7545.11,1509.022,182652794.95,3685.63,Ley 141 20%
5126,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CASANARE,TIERRA BLANCA,B,G,4.2742,0.2,231.55,46.31,729526.67,3685.63,Ley 141 20%
5127,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CASANARE ESTE,CEDRILLO,B,O,33.3821,0.08,9943.78,795.5024,97873897.25,3685.63,Ley 756 8% variable
5128,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CASANARE ESTE,CURITO,QB,G,4.8146,0.064,18.48,1.18272,20987.13,3685.63,Ley 756 8% variable
5129,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CASANARE ESTE,CURITO,B,O,33.294,0.08,3022.4,241.792,29670142.63,3685.63,Ley 756 8% variable
5130,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,COROCORA,CAÑO GANDUL,B,O,35.5793,0.2,2928.55,585.71,76805402.79,3685.63,Ley 141 20%
5131,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,COROCORA,CAÑO GANDUL,B,O,35.5793,0.08,3002.14,240.1712,31494162.23,3685.63,Ley 756 8% variable
5132,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,COROCORA,REMACHE NORTE,B,O,34.1141,0.08,9813.11,785.0488,98705716.58,3685.63,Ley 756 8% variable
5133,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,COROCORA,REMACHE SUR,B,O,34.5325,0.08,5747.1,459.768,58516520.7,3685.63,Ley 756 8% variable
5134,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,ARAUCO,B,O,30.4667,0.08,1087.03,86.9624,9764919.4,3685.63,Ley 756 8% variable
5135,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,CARETO,B,O,32.7916,0.08,2720.71,217.6568,26305501.16,3685.63,Ley 756 8% variable
5136,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,CARETO,B,O,32.7916,0.08,901.59,72.1272,8717127.84,3685.63,Ley 756 8% variable
5137,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA,B,O,34.6001,0.08,16331.38,1306.5104,166610343.25,3685.63,Ley 756 8% variable
5138,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA,B,O,34.6001,0.08,2555.59,204.4472,26071754.24,3685.63,Ley 756 8% variable
5139,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA,B,O,34.6001,0.08,16259.23,1300.7384,165874279.54,3685.63,Ley 756 8% variable
5140,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA A NORTE,B,O,34.4362,0.08,12634.78,1010.7824,128287584.12,3685.63,Ley 756 8% variable
5141,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA A NORTE,B,O,34.4362,0.08,11180.58,894.4464,113522324.76,3685.63,Ley 756 8% variable
5142,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA A SUR,B,O,33.9641,0.08,2120.91,169.6728,21239489.39,3685.63,Ley 756 8% variable
5143,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA A SUR,B,O,33.9641,0.08,2792.38,223.3904,27963810.43,3685.63,Ley 756 8% variable
5144,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA B,B,O,34.1535,0.08,2770.68,221.6544,27901227.3,3685.63,Ley 756 8% variable
5145,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA B,B,O,34.1535,0.08,1299.07,103.9256,13081859.72,3685.63,Ley 756 8% variable
5146,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA C,B,O,34.7509,0.08,1360.63,108.8504,13941445.88,3685.63,Ley 756 8% variable
5147,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA D,B,O,34.3128,0.08,2941.09,235.2872,29755427.42,3685.63,Ley 756 8% variable
5148,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA D,B,O,34.3128,0.08,8599.21,687.9368,86999435.49,3685.63,Ley 756 8% variable
5149,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,CUBIRO,COPA D,B,O,34.3128,0.08,960.73,76.8584,9719842.51,3685.63,Ley 756 8% variable
5150,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,ESTERO,GUANAPALO,B,O,32.618,0.2,1210.44,242.088,29103305.97,3685.63,Ley 141 20%
5151,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,LLA 23,PANTRO,QB,G,4.6743,0.064,2.48,0.15872,2734.21,3685.63,Ley 756 8% variable
5152,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,LLA 23,PANTRO,B,O,31.3807,0.08,72.04,5.7632,666558.07,3685.63,Ley 756 8% variable
5153,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,LLA 30,ADALIA,B,O,33.9403,0.08,8644.77,691.5816,86510902.17,3685.63,Ley 756 8% variable
5154,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,LOS OCARROS,LAS MARACAS,B,O,32.189,0.08,6136.9,490.952,58244946.67,3685.63,Ley 756 8% variable
5155,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,11,LOS OCARROS,LAS MARACAS,B,O,32.189,0.08,6885.01,550.8008,65345213.45,3685.63,Ley 756 8% variable
5156,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CASANARE,BARQUEREÑA,B,O,41.0314,0.2,732.04,146.408,20822169.65,3466.13,Ley 141 20%
5157,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CASANARE,CRAVO ESTE,B,O,42.6916,0.2,1586.54,317.308,46953535.03,3466.13,Ley 141 20%
5158,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CASANARE,CRAVO ESTE,B,O,42.6916,0.2,10430.69,2086.138,308695509.28,3466.13,Ley 141 20%
5159,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CASANARE,LA FLORA,B,O,39.6357,0.2,8386.68,1677.336,230436593.86,3466.13,Ley 141 20%
5160,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CASANARE,TIERRA BLANCA,B,G,4.2972,0.2,240.45,48.09,716283.39,3466.13,Ley 141 20%
5161,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CASANARE ESTE,CEDRILLO,B,O,41.6373,0.08,9475.05,758.004,109395360.55,3466.13,Ley 756 8% variable
5162,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CASANARE ESTE,CURITO,QB,G,5.1378,0.064,16.51,1.05664,18816.9,3466.13,Ley 756 8% variable
5163,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CASANARE ESTE,CURITO,B,O,41.4801,0.08,2761.21,220.8968,31759529.87,3466.13,Ley 756 8% variable
5164,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,COROCORA,CAÑO GANDUL,B,O,42.3555,0.2,3028.63,605.726,88926432.84,3466.13,Ley 141 20%
5165,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,COROCORA,CAÑO GANDUL,B,O,42.3555,0.08,3127.15,250.172,36727668.41,3466.13,Ley 756 8% variable
5166,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,COROCORA,REMACHE NORTE,B,O,40.8756,0.08,10235.99,818.8792,116018922.23,3466.13,Ley 756 8% variable
5167,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,COROCORA,REMACHE SUR,B,O,41.321,0.08,6259.71,500.7768,71723235.23,3466.13,Ley 756 8% variable
5168,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,ARAUCO,B,O,37.0157,0.08,1067.45,85.396,10956411.38,3466.13,Ley 756 8% variable
5169,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,CARETO,B,O,39.4187,0.08,2881.52,230.5216,31496244.25,3466.13,Ley 756 8% variable
5170,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,CARETO,B,O,39.4187,0.08,945.85,75.668,10338544.36,3466.13,Ley 756 8% variable
5171,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA,B,O,41.071,0.08,14962.41,1196.9928,170400812.99,3466.13,Ley 756 8% variable
5172,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA,B,O,41.071,0.08,2605.25,208.42,29670134.36,3466.13,Ley 756 8% variable
5173,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA,B,O,41.071,0.08,16553.5,1324.28,188521090.75,3466.13,Ley 756 8% variable
5174,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA A NORTE,B,O,41.3874,0.08,13156.41,1052.5128,150987285.48,3466.13,Ley 756 8% variable
5175,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA A NORTE,B,O,41.3874,0.08,11700.53,936.0424,134279128.04,3466.13,Ley 756 8% variable
5176,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA A SUR,B,O,41.7051,0.08,1982.12,158.5696,22922075.52,3466.13,Ley 756 8% variable
5177,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA A SUR,B,O,41.7051,0.08,2666.13,213.2904,30832257.2,3466.13,Ley 756 8% variable
5178,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA B,B,O,40.2388,0.08,3042.45,243.396,33947148.72,3466.13,Ley 756 8% variable
5179,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA B,B,O,40.2388,0.08,1281.93,102.5544,14303560.57,3466.13,Ley 756 8% variable
5180,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA C,B,O,42.0584,0.08,1249.97,99.9976,14577638,3466.13,Ley 756 8% variable
5181,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA C,B,O,42.0584,0.08,62.74,5.0192,731698.03,3466.13,Ley 756 8% variable
5182,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA D,B,O,40.7015,0.08,3131.87,250.5496,35346708.12,3466.13,Ley 756 8% variable
5183,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA D,B,O,40.7015,0.08,7516.37,601.3096,84830768.01,3466.13,Ley 756 8% variable
5184,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,CUBIRO,COPA D,B,O,40.7015,0.08,963.06,77.0448,10869225.16,3466.13,Ley 756 8% variable
5185,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,ESTERO,GUANAPALO,B,O,39.4065,0.2,1342.07,268.414,36662144.79,3466.13,Ley 141 20%
5186,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,LLA 23,PANTRO,QB,G,5.1378,0.064,7.8,0.4992,8889.76,3466.13,Ley 756 8% variable
5187,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,LLA 23,PANTRO,B,O,38.2018,0.08,230.17,18.4136,2438188.83,3466.13,Ley 756 8% variable
5188,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,LLA 30,ADALIA,B,O,40.5706,0.08,8908.24,712.6592,100216255.77,3466.13,Ley 756 8% variable
5189,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,LOS OCARROS,LAS MARACAS,B,O,40.972,0.08,5999.33,479.9464,68159241.58,3466.13,Ley 756 8% variable
5190,CASANARE,SAN LUIS DE PALENQUE,5.274955665,-71.81749276,POINT (-71.81749276 5.274955665),2020,12,LOS OCARROS,LAS MARACAS,B,O,40.972,0.08,7383.32,590.6656,83882948.62,3466.13,Ley 756 8% variable
